"YEAR","QUARTER","SKU","SKU_Description","Product","Currency","List_Price","Unit_of_Measure","Cores","Nodes","Sockets","Virtual_Guests","Support_Level","Support_Type","Category","Region","Country","Service_Term"
"2025","Q3","MW03777","Red Hat Quay Extended Update Support Long-Life Add-On - Term 1 (1 Deployment)","Quay","USD","8.250,00","DEPLOYMENT","0","0","0","0","L1-L3","Layered","SUBSCRIPTIONS - EUS","LATAM","ALL","1 YEARS"
"2025","Q3","MW03778","Red Hat Quay Extended Update Support Long-Life Add-On - Term 2 (1 Deployment)","Quay","USD","24.750,00","DEPLOYMENT","0","0","0","0","L1-L3","Layered","SUBSCRIPTIONS - EUS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4848","Red Hat AI Inference Server (Physical Node or Virtual Node), Premium (1 AI Accelerator)","RHEL AI","USD","1.600,00","AI ACCELERATOR","0","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT4849","Red Hat AI Inference Server (Physical Node or Virtual Node), Standard (1 AI Accelerator)","RHEL AI","USD","960,00","AI ACCELERATOR","0","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","SER0821","Red Hat Enterprise Linux AI (Physical Node or Virtual Node), Premium (1 AI Accelerator)","RHEL AI","USD","2.000,00","AI ACCELERATOR","0","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","SER0824","Red Hat Enterprise Linux AI (Physical Node or Virtual Node), Standard (1 AI Accelerator)","RHEL AI","USD","1.200,00","AI ACCELERATOR","0","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00010","Red Hat Fuse ELS Program, Premium (16 Cores)","Red Hat Application Foundations","USD","47.520,00","CORE BAND","16","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00012","Red Hat Fuse ELS Program, Standard (16 Cores)","Red Hat Application Foundations","USD","31.680,00","CORE BAND","16","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00014","Red Hat Fuse ELS Program, Premium (64 Cores)","Red Hat Application Foundations","USD","171.072,00","CORE BAND","64","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00016","Red Hat Fuse ELS Program, Standard (64 Cores)","Red Hat Application Foundations","USD","114.048,00","CORE BAND","64","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00036","Red Hat AMQ ELS Program, Premium (16 Cores)","Red Hat Application Foundations","USD","47.520,00","CORE BAND","16","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00038","Red Hat AMQ ELS Program, Standard (16 Cores)","Red Hat Application Foundations","USD","31.680,00","CORE BAND","16","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00040","Red Hat AMQ ELS Program, Premium (64 Cores)","Red Hat Application Foundations","USD","171.072,00","CORE BAND","64","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00042","Red Hat AMQ ELS Program, Standard (64 Cores)","Red Hat Application Foundations","USD","114.048,00","CORE BAND","64","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00134","Red Hat AMQ, Premium (4 Cores)","Red Hat Application Foundations","USD","11.880,00","CORE BAND","0","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00135","Red Hat AMQ, Standard (4 Cores)","Red Hat Application Foundations","USD","7.920,00","CORE BAND","0","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00136","Red Hat AMQ, Extended Lifecycle Support Add-On, Premium (4 Cores)","Red Hat Application Foundations","USD","11.880,00","CORE BAND","0","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00137","Red Hat AMQ, Extended Life Cycle Support Add-On, Standard (4 Cores)","Red Hat Application Foundations","USD","7.920,00","CORE BAND","0","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00138","Red Hat Fuse, 4-Core Premium","Red Hat Application Foundations","USD","11.880,00","CORE BAND","0","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00139","Red Hat Fuse, 4-Core Standard","Red Hat Application Foundations","USD","7.920,00","CORE BAND","0","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00140","Red Hat Fuse, Extended Lifecycle Support Add-On, Premium (4 Cores)","Red Hat Application Foundations","USD","11.880,00","CORE BAND","0","0","0","0","NONE","NONE","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00141","Red Hat Fuse, Extended Life Cycle Support Add-On, Standard (4 Cores)","Red Hat Application Foundations","USD","7.920,00","CORE BAND","0","0","0","0","NONE","NONE","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00311","Red Hat 3scale API Management, Premium (4 Cores)","Red Hat Application Foundations","USD","13.068,00","CORE BAND","4","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00312","Red Hat 3scale API Management, Premium (16 Cores)","Red Hat Application Foundations","USD","47.520,00","CORE BAND","16","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00313","Red Hat 3scale API Management, Premium (64 Cores)","Red Hat Application Foundations","USD","171.072,00","CORE BAND","64","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00314","Red Hat 3scale API Management, Standard (4 Cores)","Red Hat Application Foundations","USD","8.712,00","CORE BAND","4","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00315","Red Hat 3scale API Management, Standard (16 Cores)","Red Hat Application Foundations","USD","31.680,00","CORE BAND","16","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00316","Red Hat 3scale API Management, Standard (64 Cores)","Red Hat Application Foundations","USD","114.048,00","CORE BAND","64","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00324","Red Hat 3scale API Management, Premium (Hosted, 5 Million Calls Per Day)","Red Hat Application Foundations","USD","52.200,00","API CALLS","0","0","0","0","L1-L3","Premium","CLOUD SERVICES","LATAM","ALL","1 YEARS"
"2025","Q3","MW00325","Red Hat 3scale API Management, Premium (Hosted, 20 Million Calls Per Day)","Red Hat Application Foundations","USD","87.000,00","API CALLS","0","0","0","0","L1-L3","Premium","CLOUD SERVICES","LATAM","ALL","1 YEARS"
"2025","Q3","MW00326","Red Hat 3scale API Management, Standard (Hosted,1 Million Calls Per Day)","Red Hat Application Foundations","USD","15.950,00","API CALLS","0","0","0","0","L1-L3","Standard","CLOUD SERVICES","LATAM","ALL","1 YEARS"
"2025","Q3","MW00327","Red Hat 3scale API Management, Standard (Hosted, 5 Million Calls per Day)","Red Hat Application Foundations","USD","34.800,00","API CALLS","0","0","0","0","L1-L3","Standard","CLOUD SERVICES","LATAM","ALL","1 YEARS"
"2025","Q3","MW00424","Red Hat Integration, Premium, (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","5.940,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00425","Red Hat Integration, Premium, (16 Cores or 32 vCPUs)","Red Hat Application Foundations","USD","47.520,00","CORE BAND","16","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00426","Red Hat Integration, Premium, (64 Cores or 128 vCPUs)","Red Hat Application Foundations","USD","171.072,00","CORE BAND","64","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00427","Red Hat Integration, Standard (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","3.960,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00428","Red Hat Integration, Standard (16 Cores or 32 vCPUs)","Red Hat Application Foundations","USD","31.680,00","CORE BAND","16","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00429","Red Hat Integration, Standard (64 Cores or 128 vCPUs)","Red Hat Application Foundations","USD","114.048,00","CORE BAND","64","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW01546","Red Hat Integration for Distributed Computing (Edge Server), Premium (2 Cores)","Red Hat Application Foundations","USD","2.970,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01547","Red Hat Integration for Distributed Computing (Edge Server), Standard (2 Cores)","Red Hat Application Foundations","USD","1.980,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01548","Red Hat Integration for Distributed Computing (Gateway), Premium (2 Cores)","Red Hat Application Foundations","USD","2.376,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01549","Red Hat Integration for Distributed Computing (Gateway), Standard (2 Cores)","Red Hat Application Foundations","USD","1.584,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01550","Red Hat Integration for Distributed Computing (Endpoint), Premium (1 Core)","Red Hat Application Foundations","USD","1.040,00","CORE BAND","1","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01551","Red Hat Integration for Distributed Computing (Endpoint), Standard (1 Core)","Red Hat Application Foundations","USD","693,00","CORE BAND","1","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01552","Red Hat AMQ for Distributed Computing (Edge Server), Premium (2 Cores)","Red Hat Application Foundations","USD","2.970,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01553","Red Hat AMQ for Distributed Computing (Edge Server), Standard (2 Cores)","Red Hat Application Foundations","USD","1.980,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01554","Red Hat AMQ for Distributed Computing (Gateway), Premium (2 Cores)","Red Hat Application Foundations","USD","2.376,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01555","Red Hat AMQ for Distributed Computing (Gateway), Standard (2 Cores)","Red Hat Application Foundations","USD","1.584,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01556","Red Hat AMQ for Distributed Computing (Endpoint), Premium (1 Core)","Red Hat Application Foundations","USD","1.040,00","CORE BAND","1","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01557","Red Hat AMQ for Distributed Computing (Endpoint), Standard (1 Core)","Red Hat Application Foundations","USD","693,00","CORE BAND","1","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01558","Red Hat Fuse for Distributed Computing (Edge Server), Premium (2 Cores)","Red Hat Application Foundations","USD","2.970,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01559","Red Hat Fuse for Distributed Computing (Edge Server), Standard (2 Cores)","Red Hat Application Foundations","USD","1.980,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01560","Red Hat Fuse for Distributed Computing (Gateway), Premium (2 Cores)","Red Hat Application Foundations","USD","2.376,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01561","Red Hat Fuse for Distributed Computing (Gateway), Standard (2 Cores)","Red Hat Application Foundations","USD","1.584,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01562","Red Hat Fuse for Distributed Computing (Endpoint), Premium (1 Core)","Red Hat Application Foundations","USD","1.040,00","CORE BAND","1","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01563","Red Hat Fuse for Distributed Computing (Endpoint), Standard (1 Core)","Red Hat Application Foundations","USD","693,00","CORE BAND","1","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01994","Red Hat Application Foundations for Distributed Computing (Endpoint), Premium (1 Core)","Red Hat Application Foundations","USD","1.040,00","CORE BAND","1","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW01995","Red Hat Application Foundations for Distributed Computing (Endpoint), Standard (1 Core)","Red Hat Application Foundations","USD","693,00","CORE BAND","1","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02000","Red Hat Application Foundations, Premium, (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","5.940,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW02001","Red Hat Application Foundations for Distributed Computing (Edge Server), Premium (2 Cores)","Red Hat Application Foundations","USD","2.970,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02003","Red Hat Application Foundations for Distributed Computing (Edge Server), Standard (2 Cores)","Red Hat Application Foundations","USD","1.980,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02005","Red Hat Application Foundations for Distributed Computing (Gateway), Premium (2 Cores)","Red Hat Application Foundations","USD","2.376,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02006","Red Hat Application Foundations, Standard (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","3.960,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW02007","Red Hat Application Foundations for Distributed Computing (Gateway), Standard (2 Cores)","Red Hat Application Foundations","USD","1.584,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02091","Red Hat Application Foundations, Extended Lifecycle Support Add-On for Distributed Computing (Edge Server), Premium (2 Cores)","Red Hat Application Foundations","USD","2.970,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02092","Red Hat Application Foundations, Extended Lifecycle Support Add-On for Distributed Computing (Edge Server), Standard (2 Cores)","Red Hat Application Foundations","USD","1.980,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02093","Red Hat Application Foundations, Extended Lifecycle Support Add-On for Distributed Computing (Endpoint), Premium (1 Core)","Red Hat Application Foundations","USD","1.041,00","CORE BAND","1","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02094","Red Hat Application Foundations, Extended Life Cycle Support Add-On for Distributed Computing (Endpoint), Standard (1 Core)","Red Hat Application Foundations","USD","693,00","CORE BAND","1","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW02095","Red Hat Application Foundations, Extended Lifecycle Support Add-On for Distributed Computing (Gateway), Premium (2 Cores)","Red Hat Application Foundations","USD","2.376,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02096","Red Hat Application Foundations, Extended Lifecycle Support Add-On for Distributed Computing (Gateway), Standard (2 Cores)","Red Hat Application Foundations","USD","1.584,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02101","Red Hat Application Foundations, Cluster Edition, Extended Lifecycle Support Add-On, Premium, (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","2.970,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW02102","Red Hat Application Foundations, Cluster Edition, Extended Lifecycle Support Add-On, Standard (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","1.980,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW02103","Red Hat Application Foundations, Cluster Edition, Premium, (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","2.970,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW02104","Red Hat Application Foundations, Cluster Edition, Standard (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","1.980,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW02105","Red Hat Application Foundations, Extended Lifecycle Support Add-On, Standard (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","3.960,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW02106","Red Hat Application Foundations, Extended Lifecycle Support Add-On, Premium (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","5.940,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW02534","Red Hat Service Interconnect for Distributed Computing (Edge Server), Premium (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","2.475,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02535","Red Hat Service Interconnect for Distributed Computing (Edge Server), Standard (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","1.650,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02537","Red Hat Service Interconnect for Distributed Computing (Gateway), Standard (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","1.320,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02538","Red Hat Service Interconnect for Distributed Computing (Endpoint), Premium (1 Core or 2 vCPUs)","Red Hat Application Foundations","USD","866,00","CORE BAND","1","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02539","Red Hat Service Interconnect for Distributed Computing (Endpoint), Standard (1 Core or 2 vCPUs)","Red Hat Application Foundations","USD","578,00","CORE BAND","1","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW02562","Red Hat Service Interconnect, Premium (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","4.950,00","CORE BAND","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW02563","Red Hat Service Interconnect, Standard (2 Cores or 4 vCPUs)","Red Hat Application Foundations","USD","3.300,00","CORE BAND","2","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW03801","Red Hat Application Foundations, Cluster Edition (Bare Metal Node) for Distributed Computing (Edge Server), Premium, (1-2 Sockets)","Red Hat Application Foundations","USD","2.673,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW03802","Red Hat Application Foundations, Cluster Edition (Bare Metal Node) for Distributed Computing (Edge Server), Standard, (1-2 Sockets)","Red Hat Application Foundations","USD","1.782,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS - DIST COMPUTING","LATAM","ALL","1 YEARS"
"2025","Q3","MW04618","Red Hat Application Foundations, Cluster Edition (Bare Metal Node), Extended Lifecycle Support Add-On, Premium (1-2 Sockets up to 128 cores)","Red Hat Application Foundations","USD","26.730,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04619","Red Hat Application Foundations, Cluster Edition (Bare Metal Node), Extended Life Cycle Support Add-On, Standard (1-2 Sockets up to 128 cores)","Red Hat Application Foundations","USD","17.820,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04620","Red Hat Application Foundations, Cluster Edition (Bare Metal Node), Premium (1-2 Sockets up to 128 cores)","Red Hat Application Foundations","USD","26.730,00","PHYSICAL NODE","0","0","2","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW04621","Red Hat Application Foundations, Cluster Edition (Bare Metal Node), Standard (1-2 Sockets up to 128 cores)","Red Hat Application Foundations","USD","17.820,00","PHYSICAL NODE","0","0","2","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW2245273","Red Hat Fuse, Standard (64 Cores)","Red Hat Application Foundations","USD","114.048,00","CORE BAND","64","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW2250092","Red Hat Fuse, Premium (64 Cores)","Red Hat Application Foundations","USD","171.072,00","CORE BAND","64","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW2254895","Red Hat Fuse, Standard (16 Cores)","Red Hat Application Foundations","USD","31.680,00","CORE BAND","16","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW2257476","Red Hat Fuse, Premium (16 Cores)","Red Hat Application Foundations","USD","47.520,00","CORE BAND","16","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW2300217","Red Hat AMQ, Standard (64 Cores)","Red Hat Application Foundations","USD","114.048,00","CORE BAND","64","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW2300282","Red Hat AMQ, Premium (16 Cores)","Red Hat Application Foundations","USD","47.520,00","CORE BAND","16","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW2315603","Red Hat AMQ, Standard (16 Cores)","Red Hat Application Foundations","USD","31.680,00","CORE BAND","16","0","0","0","L1-L3","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW2399076","Red Hat AMQ, Premium (64 Cores)","Red Hat Application Foundations","USD","171.072,00","CORE BAND","64","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","RH00060","Resilient Storage for Unlimited Guests","Resilient Storage","USD","2.745,00","SYSTEM","0","0","2","Unlimited","L1-L3","Layered","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","RH00749","Resilient Storage for IBM Power, LE for Unlimited Guests","Resilient Storage","USD","2.745,00","SYSTEM","0","0","2","Unlimited","L1-L3","Layered","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MCT2739","Red Hat JBoss Enterprise Application Platform for OpenShift Container Platform, Premium, 2-Core","Runtimes","USD","1.650,00","VIRTUAL GUEST","2","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00100","Red Hat Data Grid ELS Program, Premium (16 Cores)","Runtimes","USD","13.200,00","CORE BAND","16","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00101","Red Hat Data Grid ELS Program, Standard (16 Cores)","Runtimes","USD","8.800,00","CORE BAND","16","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00102","Red Hat Data Grid ELS Program, Premium (64 Cores)","Runtimes","USD","47.520,00","CORE BAND","64","0","0","0","L1-L3","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00103","Red Hat Data Grid ELS Program, Standard (64 Cores)","Runtimes","USD","31.680,00","CORE BAND","64","0","0","0","L1-L3","Standard","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00114","Red Hat JBoss Enterprise Application Platform, 4-Core Premium","Runtimes","USD","3.300,00","CORE BAND","4","0","0","0","L1-L3","Premium","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00115","Red Hat JBoss Enterprise Application Platform, 4-Core Standard","Runtimes","USD","2.200,00","CORE BAND","0","0","0","0","NONE","Standard","SUBSCRIPTIONS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00118","Red Hat JBoss Enterprise Application Platform, Extended Life Cycle Support Add-On, 4-Core Premium","Runtimes","USD","3.300,00","CORE BAND","0","0","0","0","NONE","Premium","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
"2025","Q3","MW00119","Red Hat JBoss Enterprise Application Platform, Extended Life Cycle Support Add-On, 4-Core Standard","Runtimes","USD","2.200,00","CORE BAND","0","0","0","0","NONE","NONE","SUBSCRIPTIONS - ELS","LATAM","ALL","1 YEARS"
